"candidate_name","candidate_party","candidate_votes","total_registered_votes","total_polled_votes","total_valid_votes","total_rejected_votes","PA_ID","year","failed","sum_valid_votes"
"Saeed Ahmed","Independent",3356,"258155","91643","88188","3455","NA-12",2018,0,88188
"Misbah Ullah Babar","Awami National Party",990,"258155","91643","88188","3455","NA-12",2018,0,88188
"Rustam Khan","Qaumi Watan Party",536,"258155","91643","88188","3455","NA-12",2018,0,88188
"Sabir Hussain Shah","Pakistan Muslim League",937,"258155","91643","88188","3455","NA-12",2018,0,88188
"Muhammad Yousaf","Muttahida Majlis-e-Amal Pakistan",23881,"258155","91643","88188","3455","NA-12",2018,0,88188
"Sardar Malik Jan","Pakistan Peoples Party Parliamentarians",12427,"258155","91643","88188","3455","NA-12",2018,0,88188
"Akhtar Hassan Chaudhary","Pakistan Peoples Party Parliamentarians",2420,"377354","223948","216295","7653","NA-120",2018,0,216295
"Ali Asghar Chaudhary","Pakistan Tehreek-e-Insaf",74165,"377354","223948","216295","7653","NA-120",2018,0,216295
"Arshad Mehmood Chaudhary","Independent",545,"377354","223948","216295","7653","NA-120",2018,0,216295
"Chaudhary Muhammad Ashfaq","Independent",2678,"377354","223948","216295","7653","NA-120",2018,0,216295
"Malik Muhammad Iqbal Jora","All Pakistan Muslim League",193,"377354","223948","216295","7653","NA-120",2018,0,216295
"Rajab Sharif","Pakistan Freedom Movement",183,"377354","223948","216295","7653","NA-120",2018,0,216295
"Rana Tanveer Hussain","Pakistan Muslim League (N)",99674,"377354","223948","216295","7653","NA-120",2018,0,216295
"Sarfraz Raza","Independent",984,"377354","223948","216295","7653","NA-120",2018,0,216295
"Syed Afzal Hussain Rizvi","Tehreek-e-Labbaik Pakistan",35453,"377354","223948","216295","7653","NA-120",2018,0,216295
"Nadeem Zafar","Tehreek-e-Labbaik Pakistan",20930,"436660","245216","240240","4976","NA-121",2018,0,240240
"Mian Muhammad Munawar Latif","Independent",543,"436660","245216","240240","4976","NA-121",2018,0,240240
"Usman Virk","Independent",730,"436660","245216","240240","4976","NA-121",2018,0,240240
"Khurram Munawar Manj","Independent",29301,"436660","245216","240240","4976","NA-121",2018,0,240240
"Ghulam Rasool","Pakistan Peoples Party Parliamentarians",5298,"436660","245216","240240","4976","NA-121",2018,0,240240
"Munawar Hussain Manj","Independent",2678,"436660","245216","240240","4976","NA-121",2018,0,240240
"Anwar Latif","Independent",352,"436660","245216","240240","4976","NA-121",2018,0,240240
"Liaqat Ali","Independent",1060,"436660","245216","240240","4976","NA-121",2018,0,240240
"MUHAMMAD NAWAZ","Independent",534,"436660","245216","240240","4976","NA-121",2018,0,240240
"Javed Latif","Pakistan Muslim League (N)",101622,"436660","245216","240240","4976","NA-121",2018,0,240240
"Syed Muhammad Ali Mehdi Bukhari","Independent",162,"436660","245216","240240","4976","NA-121",2018,0,240240
"Malik Javaid Akbar","Independent",1083,"436660","245216","240240","4976","NA-121",2018,0,240240
"Shahzad Ali Virk","Allah-o-Akbar Tehreek",4355,"436660","245216","240240","4976","NA-121",2018,0,240240
"Muhammad Saeed Virk","Pakistan Tehreek-e-Insaf",71308,"436660","245216","240240","4976","NA-121",2018,0,240240
"Muhammad Usman","Barabri Party Pakistan",284,"436660","245216","240240","4976","NA-121",2018,0,240240
"Ali Salaman","Pakistan Tehreek-e-Insaf",64616,"468778","271089","263515","7574","NA-122",2018,0,263515
"Altaf Hussain","Independent",1485,"468778","271089","263515","7574","NA-122",2018,0,263515
"Attiq Ur Rehman","Allah-o-Akbar Tehreek",5019,"468778","271089","263515","7574","NA-122",2018,0,263515
"Aurang Zeb Khan","Independent",6466,"468778","271089","263515","7574","NA-122",2018,0,263515
"Chaudhry Muhammad Jameel","Independent",15303,"468778","271089","263515","7574","NA-122",2018,0,263515
"Chaudhry Safdar Ali","Independent",167,"468778","271089","263515","7574","NA-122",2018,0,263515
"Gulfam Jameel","Independent",74,"468778","271089","263515","7574","NA-122",2018,0,263515
"Ihsan Ullah","Independent",599,"468778","271089","263515","7574","NA-122",2018,0,263515
"Liaqat Abbas","Independent",84,"468778","271089","263515","7574","NA-122",2018,0,263515
"Muhammad Afzaal","Pakistan Tehreek-e-Insaf Nazriati",621,"468778","271089","263515","7574","NA-122",2018,0,263515
"Muhammad Imran Hashmi","Independent",251,"468778","271089","263515","7574","NA-122",2018,0,263515
"Muhammad Javed Bhatti","Pakistan Peoples Party Parliamentarians",16697,"468778","271089","263515","7574","NA-122",2018,0,263515
"Muhammad Saddique","Amun Taraqqi Party",134,"468778","271089","263515","7574","NA-122",2018,0,263515
"Rai Azeem Saeed","Independent",60,"468778","271089","263515","7574","NA-122",2018,0,263515
"Rai Ijaz Ahmad Khan","Independent",16719,"468778","271089","263515","7574","NA-122",2018,0,263515
"Saif Ullah","Tehreek-e-Labbaik Pakistan",34645,"468778","271089","263515","7574","NA-122",2018,0,263515
"Sana Ullah Chaudhry","Independent",388,"468778","271089","263515","7574","NA-122",2018,0,263515
"Sardar Muhammad Arfan Dogar","Pakistan Muslim League (N)",96000,"468778","271089","263515","7574","NA-122",2018,0,263515
"Sardar Muhammad Bilal Dogar","Independent",1795,"468778","271089","263515","7574","NA-122",2018,0,263515
"Sarfraz Ahmad Khan","Muttahida Majlis-e-Amal Pakistan",2248,"468778","271089","263515","7574","NA-122",2018,0,263515
"Syed Muqadas Abbas Bukhari","Independent",144,"468778","271089","263515","7574","NA-122",2018,0,263515
"Amjad khan","Independent",123,"405583","207374","203871","3503","NA-123",2018,0,203871
"AsifMehmoood","Amun Taraqqi Party",70,"405583","207374","203871","3503","NA-123",2018,0,203871
"faraz hashmi","Independent",971,"405583","207374","203871","3503","NA-123",2018,0,203871
"Hafiz abdul wadood","Muttahida Majlis-e-Amal Pakistan",2487,"405583","207374","203871","3503","NA-123",2018,0,203871
"humayun akhtar khan","Independent",70,"405583","207374","203871","3503","NA-123",2018,0,203871
"m latif khan saraa","Tehreek-e-Labbaik Pakistan",23952,"405583","207374","203871","3503","NA-123",2018,0,203871
"Mian mehmood ahmad","Independent",851,"405583","207374","203871","3503","NA-123",2018,0,203871
"muhammad Riaz","Pakistan Muslim League (N)",97193,"405583","207374","203871","3503","NA-123",2018,0,203871
"touseef akmalkhan","Allah-o-Akbar Tehreek",1813,"405583","207374","203871","3503","NA-123",2018,0,203871
"Wahid Ahmad","Independent",414,"405583","207374","203871","3503","NA-123",2018,0,203871
"wajid azeem","Pakistan Tehreek-e-Insaf",72535,"405583","207374","203871","3503","NA-123",2018,0,203871
"zahid iqbal malik","Pakistan Peoples Party Parliamentarians",3102,"405583","207374","203871","3503","NA-123",2018,0,203871
"Zaman Ali","Independent",290,"405583","207374","203871","3503","NA-123",2018,0,203871
"Asim Irshad Khan","Pak Sarzameen Party",452,"533497","258730","254901","3829","NA-124",2018,0,254901
"Babu Zaheer Ahmad Chaudhry","Pakistan Peoples Party Parliamentarians",1515,"533497","258730","254901","3829","NA-124",2018,0,254901
"Muhammad Afzal","Muttahida Majlis-e-Amal Pakistan",3572,"533497","258730","254901","3829","NA-124",2018,0,254901
"Muhammad Hamza Shehbaz Sharif","Pakistan Muslim League (N)",146294,"533497","258730","254901","3829","NA-124",2018,0,254901
"Muhammad Nauman Qaiser","Pakistan Tehreek-e-Insaf",80981,"533497","258730","254901","3829","NA-124",2018,0,254901
"Saleem Hammad","Independent",7255,"533497","258730","254901","3829","NA-124",2018,0,254901
"Sumaira Nureen","Tehreek-e-Labbaik Islam",14832,"533497","258730","254901","3829","NA-124",2018,0,254901
"MUHAMMAD AHMAD","Independent",261,"419706","212995","209135","3860","NA-127",2018,0,209135
"MUSARRAT JAMSHED","Independent",133,"419706","212995","209135","3860","NA-127",2018,0,209135
"CH MUHAMMAD ILYAS","All Pakistan Muslim League",273,"419706","212995","209135","3860","NA-127",2018,0,209135
"CHAUDHRY ADNAN SARWAR","Pakistan Peoples Party Parliamentarians",1775,"419706","212995","209135","3860","NA-127",2018,0,209135
"JAMSHED IQBAL","Pakistan Tehreek-e-Insaf",66818,"419706","212995","209135","3860","NA-127",2018,0,209135
"MUHAMMAD ZAHEER","Tehreek-e-Labbaik Pakistan",23140,"419706","212995","209135","3860","NA-127",2018,0,209135
"ALI PERVAIZ","Pakistan Muslim League (N)",113265,"419706","212995","209135","3860","NA-127",2018,0,209135
"RASHID AHMAD KHAN","Muttahida Majlis-e-Amal Pakistan",1426,"419706","212995","209135","3860","NA-127",2018,0,209135
"MIAN AAMIR ABBAS","Allah-o-Akbar Tehreek",2044,"419706","212995","209135","3860","NA-127",2018,0,209135
"Humayon Shoukat Ali Butt","Independent",49,"345763","190893","187080","3813","NA-128",2018,0,187080
"Ijaz Ahmad","Pakistan Tehreek-e-Insaf",52774,"345763","190893","187080","3813","NA-128",2018,0,187080
"Manzoor Hussain","Muttahida Majlis-e-Amal Pakistan",6723,"345763","190893","187080","3813","NA-128",2018,0,187080
"Muhammad Fareed","Independent",122,"345763","190893","187080","3813","NA-128",2018,0,187080
"Zafar Ali Shah","Pakistan Peoples Party Parliamentarians",6589,"345763","190893","187080","3813","NA-128",2018,0,187080
"Muhammad nazim","Independent",184,"345763","190893","187080","3813","NA-128",2018,0,187080
"Muhammad Ashraf Asif","Tehreek-e-Labbaik Pakistan",20734,"345763","190893","187080","3813","NA-128",2018,0,187080
"Syed Manzoor Ali Shah Gillani","Independent",85,"345763","190893","187080","3813","NA-128",2018,0,187080
"Ali Adnan","Independent",853,"345763","190893","187080","3813","NA-128",2018,0,187080
"Syed Aqeel Haider Abbas","Independent",78,"345763","190893","187080","3813","NA-128",2018,0,187080
"Asif Mehmood","Amun Taraqqi Party",88,"345763","190893","187080","3813","NA-128",2018,0,187080
"Raheel Hussain","Independent",222,"345763","190893","187080","3813","NA-128",2018,0,187080
"Sohail shoukat butt","Independent",380,"345763","190893","187080","3813","NA-128",2018,0,187080
"Sh  Rohale Asghar","Pakistan Muslim League (N)",98199,"345763","190893","187080","3813","NA-128",2018,0,187080
"Farooq Tahir Chishti","Independent",254,"404802","218414","214705","3709","NA-129",2018,0,214705
"Sohail Shaukat Butt","Independent",103,"404802","218414","214705","3709","NA-129",2018,0,214705
"Farzana Butt","Independent",419,"404802","218414","214705","3709","NA-129",2018,0,214705
"Sardar Ayaz Sadiq","Pakistan Muslim League (N)",103021,"404802","218414","214705","3709","NA-129",2018,0,214705
"Abdul Aleem Khan","Pakistan Tehreek-e-Insaf",94879,"404802","218414","214705","3709","NA-129",2018,0,214705
"Muhammad Yousuf","Tehreek-e-Labbaik Pakistan",12875,"404802","218414","214705","3709","NA-129",2018,0,214705
"Kishwar Bano","National Party",124,"404802","218414","214705","3709","NA-129",2018,0,214705
"Ali Javed Dogar","Independent",272,"404802","218414","214705","3709","NA-129",2018,0,214705
"Muhammad tajammal hussain","Independent",91,"404802","218414","214705","3709","NA-129",2018,0,214705
"Iftikhar Shahid","Pakistan Peoples Party Parliamentarians",2569,"404802","218414","214705","3709","NA-129",2018,0,214705
"Humayun Akhtar Khan","Independent",98,"404802","218414","214705","3709","NA-129",2018,0,214705
"Saleh Muhammad","Independent",109262,"526974","261154","253554","7600","NA-13",2018,0,253535
"Aamir Shahzad","Tehreek-e-Labbaik Pakistan",4731,"526974","261154","253554","7600","NA-13",2018,0,253535
"Sardar Shah JehanYousaf","Pakistan Muslim League (N)",107808,"526974","261154","253554","7600","NA-13",2018,0,253535
"Nargis Ali","Pakistan Muslim League",588,"526974","261154","253554","7600","NA-13",2018,0,253535
"Muhammad Gulfam Swati","Independent",202,"526974","261154","253554","7600","NA-13",2018,0,253535
"Afsar Khan","Independent",291,"526974","261154","253554","7600","NA-13",2018,0,253535
"Muhammad Baseer Khan","Muttahida Majlis-e-Amal Pakistan",19716,"526974","261154","253554","7600","NA-13",2018,0,253535
"Ambereen Ahsan","Independent",376,"526974","261154","253554","7600","NA-13",2018,0,253535
"Iffat Kalsoom","Awami National Party",183,"526974","261154","253554","7600","NA-13",2018,0,253535
"Muhammad Banaris","Independent",482,"526974","261154","253554","7600","NA-13",2018,0,253535
"Sardar Muhammad Sultan","Independent",5459,"526974","261154","253554","7600","NA-13",2018,0,253535
"Abdul Salam","Humdardan-e-Watan Pakistan",142,"526974","261154","253554","7600","NA-13",2018,0,253535
"Samar Islam","Independent",3544,"526974","261154","253554","7600","NA-13",2018,0,253535
"Muhammad Javed","Pak Sarzameen Party",751,"526974","261154","253554","7600","NA-13",2018,0,253535
"Amjad Masood","Independent",541,"483914","256446","252258","4188","NA-130",2018,0,252258
"Hafeez Ur Rehman","Tehreek-e-Labbaik Islam",10755,"483914","256446","252258","4188","NA-130",2018,0,252258
"Haroon Khawaja","Pakistan Freedom Movement",220,"483914","256446","252258","4188","NA-130",2018,0,252258
"Khawaja Ahmad Hasan","Pakistan Muslim League (N)",104625,"483914","256446","252258","4188","NA-130",2018,0,252258
"Liaqat Baloch","Muttahida Majlis-e-Amal Pakistan",5176,"483914","256446","252258","4188","NA-130",2018,0,252258
"Muhammad Abu Bakar","Pakistan Quami Yakjehti Party",414,"483914","256446","252258","4188","NA-130",2018,0,252258
"Muhammad Mumtaz Khalid","Pakistan Peoples Party Parliamentarians",2508,"483914","256446","252258","4188","NA-130",2018,0,252258
"Muhammad Yameen Awan","Pak Sarzameen Party",108,"483914","256446","252258","4188","NA-130",2018,0,252258
"Saad Bin Hassan","Independent",506,"483914","256446","252258","4188","NA-130",2018,0,252258
"Shafqat Mahmood","Pakistan Tehreek-e-Insaf",127405,"483914","256446","252258","4188","NA-130",2018,0,252258
"Muzaffar Ali","Pakistan Tehreek-e-Insaf-Gulalai",106,"364213","191546","188711","3835","NA-131",2018,0,188711
"Asim Mehmood","Pakistan Peoples Party Parliamentarians",6746,"364213","191546","188711","3835","NA-131",2018,0,188711
"Khawaja Saad Rafique","Pakistan Muslim League (N)",83633,"364213","191546","188711","3835","NA-131",2018,0,188711
"Imran Ahmed Khan Niazi","Pakistan Tehreek-e-Insaf",84313,"364213","191546","188711","3835","NA-131",2018,0,188711
"Waqar Nadeem Warraich","Muttahida Majlis-e-Amal Pakistan",1912,"364213","191546","188711","3835","NA-131",2018,0,188711
"Shoaib ullah Cheema","Independent",127,"364213","191546","188711","3835","NA-131",2018,0,188711
"Jawad Ahmad","Barabri Party Pakistan",362,"364213","191546","188711","3835","NA-131",2018,0,188711
"Muhammad Mudasir","Pakistan Justice & Democratic Party",141,"364213","191546","188711","3835","NA-131",2018,0,188711
"Tahir Aslam","Pakistan Sunni Tehreek",362,"364213","191546","188711","3835","NA-131",2018,0,188711
"Nadeem Ahmed","Independent",354,"364213","191546","188711","3835","NA-131",2018,0,188711
"Syed Murtaza Hassan","Tehreek-e-Labbaik Pakistan",9780,"364213","191546","188711","3835","NA-131",2018,0,188711
"Faheem Ahmed Khan Loadhi","Independent",647,"364213","191546","188711","3835","NA-131",2018,0,188711
"Mian Zahid islam Anjum","Independent",117,"364213","191546","188711","3835","NA-131",2018,0,188711
"Hamiyon Akhter Khan","Independent",93,"364213","191546","188711","3835","NA-131",2018,0,188711
"Muhammad Jahangir Dogar","Independent",18,"364213","191546","188711","3835","NA-131",2018,0,188711
"Amjad Naeem","Tehreek-e-Labbaik Pakistan",7305,"315104","190493","186969","3524","NA-132",2018,0,186927
"Ch Muhammad Mansha Sindhu","Pakistan Tehreek-e-Insaf",49093,"315104","190493","186969","3524","NA-132",2018,0,186927
"Chaudhry Shabbir Ahmed","Independent",70,"315104","190493","186969","3524","NA-132",2018,0,186927
"Haider Ali","Muttahida Majlis-e-Amal Pakistan",1616,"315104","190493","186969","3524","NA-132",2018,0,186927
"Jawad ahmad","Barabri Party Pakistan",447,"315104","190493","186969","3524","NA-132",2018,0,186927
"Mian Muhammad Shehbaz Sharif","Pakistan Muslim League (N)",95834,"315104","190493","186969","3524","NA-132",2018,0,186927
"Mian Rashid Ali","Jamhoori Wattan Party",75,"315104","190493","186969","3524","NA-132",2018,0,186927
"Muhammad Adnan Khalid","Independent",2848,"315104","190493","186969","3524","NA-132",2018,0,186927
"Muhammad Nawaz","Tehreek-e-Labbaik Islam",4049,"315104","190493","186969","3524","NA-132",2018,0,186927
"Muhammad Ramzan","Independent",78,"315104","190493","186969","3524","NA-132",2018,0,186927
"Muhammad Sajjad Hassan","All Pakistan Muslim League",543,"315104","190493","186969","3524","NA-132",2018,0,186927
"Nasir Javaid Dogar","Independent",57,"315104","190493","186969","3524","NA-132",2018,0,186927
"Samina Khalid Ghurki","Pakistan Peoples Party Parliamentarians",24420,"315104","190493","186969","3524","NA-132",2018,0,186927
"Yasir Tufail","Independent",492,"315104","190493","186969","3524","NA-132",2018,0,186927
"Syed zaeem hussain qadri","Independent",1953,"371676","192878","190531","2347","NA-133",2018,0,190531
"Irfan khalid","Independent",87,"371676","192878","190531","2347","NA-133",2018,0,190531
"Main abdur razzaq","Independent",50,"371676","192878","190531","2347","NA-133",2018,0,190531
"Mohammad pervaiz malik","Pakistan Muslim League (N)",89678,"371676","192878","190531","2347","NA-133",2018,0,190531
"Muhammad amjad khan","Independent",36,"371676","192878","190531","2347","NA-133",2018,0,190531
"Nawab ali","Independent",275,"371676","192878","190531","2347","NA-133",2018,0,190531
"Waqif tehmasab kiyani","All Pakistan Muslim League",289,"371676","192878","190531","2347","NA-133",2018,0,190531
"ch Muhammad Aslam Gill","Pakistan Peoples Party Parliamentarians",5585,"371676","192878","190531","2347","NA-133",2018,0,190531
"Matloob Ahmad","Tehreek-e-Labbaik Pakistan",13235,"371676","192878","190531","2347","NA-133",2018,0,190531
"Nouman hussain qureshi","Barabri Party Pakistan",94,"371676","192878","190531","2347","NA-133",2018,0,190531
"Ahmad raza","Independent",268,"371676","192878","190531","2347","NA-133",2018,0,190531
"Ejaz ahmad chaudary","Pakistan Tehreek-e-Insaf",77231,"371676","192878","190531","2347","NA-133",2018,0,190531
"Sohail zia butt","Independent",49,"371676","192878","190531","2347","NA-133",2018,0,190531
"Iftikhar ahmed","Muttahida Majlis-e-Amal Pakistan",1701,"371676","192878","190531","2347","NA-133",2018,0,190531
"Aneel Ashiq Mutu","National Party",381,"270783","144592","141597","2995","NA-134",2018,0,141597
"Aneela Batool","Muttahida Majlis-e-Amal Pakistan",1454,"270783","144592","141597","2995","NA-134",2018,0,141597
"Malik Zaheer Abbas","Pakistan Tehreek-e-Insaf",45991,"270783","144592","141597","2995","NA-134",2018,0,141597
